case,fgc,med,rec,rem,work
AKS,504,12,2,504,616776
AKS,500,12,2,500,622350
AKS,510,12,2,510,625529
AKS,506,12,2,506,630843
AKS,493,12,2,493,638547
AKS,514,12,2,514,653976
AKS,501,8,2,501,624851
AKS,523,12,2,523,642617
AKS,507,12,2,507,617288
AKS,505,12,2,505,624105
AKS,500,8,2,500,642912
AKS,505,12,2,505,635770
AKS,499,12,2,499,622220
AKS,511,8,2,511,621849
AKS,516,12,2,516,603781
AKS,513,8,2,513,640781
AKS,497,8,2,497,618986
AKS,499,12,2,499,619475
AKS,494,12,2,494,624041
AKS,494,12,2,494,603880
AKS,519,12,2,519,619719
AKS,515,12,2,515,623903
AKS,535,12,2,535,602815
AKS,492,8,1,492,549642
AKS,534,12,2,534,641194
AKS,510,12,2,510,632542
AKS,508,12,2,508,614452
AKS,507,12,2,507,634679
AKS,511,12,2,511,645239
AKS,489,12,2,489,618290
AKS,500,12,2,500,633746
AKS,519,12,2,519,631220
AKS,510,12,2,510,631231
AKS,518,12,2,518,612587
AKS,580,12,2,580,620623
AKS,501,8,2,501,624091
AKS,552,12,2,552,625741
AKS,521,12,2,521,617856
AKS,497,12,2,497,635138
AKS,499,12,2,499,630152
AKS,504,12,2,504,616076
AKS,523,12,2,523,632989
AKS,518,12,2,518,630043
AKS,503,12,2,503,610767
AKS,502,12,2,502,622788
AKS,504,12,2,504,612931
AKS,518,12,2,518,624584
AKS,515,12,2,515,630999
AKS,498,12,2,498,615944
AKS,512,8,2,512,641268
AKS,493,12,2,493,620357
AKS,491,12,2,491,643180
AKS,509,12,2,509,638296
AKS,507,12,2,507,618739
AKS,512,12,2,512,619251
AKS,504,12,2,504,621414
AKS,499,12,2,499,620153
AKS,499,12,2,499,627546
AKS,533,12,2,533,625261
AKS,549,12,2,549,627737
AKS,533,12,2,533,653640
AKS,507,12,2,507,647849
AKS,509,12,2,509,631130
AKS,521,12,2,521,622326
AKS,501,8,2,501,638955
AKS,513,12,2,513,623471
AKS,505,8,2,505,625635
AKS,508,12,2,508,636809
AKS,511,12,2,511,606579
AKS,505,8,2,505,624607
AKS,511,8,2,511,628847
AKS,535,12,2,535,619093
AKS,507,12,2,507,636212
AKS,502,12,2,502,622888
AKS,510,12,2,510,627681
AKS,510,8,2,510,635803
AKS,511,12,2,511,640729
AKS,517,12,2,517,635164
AKS,495,12,2,495,632218
AKS,504,12,2,504,632137
AKS,520,12,2,520,634478
AKS,521,8,2,521,612967
AKS,508,8,2,508,619951
AKS,561,8,2,561,640947
AKS,501,8,2,501,615985
AKS,494,12,2,494,621108
AKS,505,8,2,505,605503
AKS,506,12,2,506,647023
AKS,506,12,2,506,621600
AKS,545,12,2,545,632685
AKS,495,12,2,495,626339
AKS,504,8,2,504,618529
AKS,496,12,2,496,622258
AKS,503,12,2,503,632918
AKS,544,12,2,544,640687
AKS,511,12,2,511,626722
AKS,500,12,2,500,611784
AKS,505,8,2,505,635709
AKS,505,8,2,505,625719
AKS,513,12,2,513,628579
AKS,516,12,2,516,624516
AKS,513,12,2,513,621920
AKS,507,12,2,507,648228
AKS,493,12,2,493,604663
AKS,495,12,2,495,626597
AKS,504,12,2,504,630563
AKS,527,8,2,527,614493
AKS,500,8,2,500,618270
AKS,510,12,2,510,632829
AKS,494,12,2,494,608524
AKS,503,12,2,503,623355
AKS,500,8,2,500,632411
AKS,525,12,2,525,628789
AKS,515,12,2,515,645049
AKS,504,12,2,504,633603
AKS,532,12,2,532,623936
AKS,524,12,2,524,635818
AKS,518,8,2,518,641403
AKS,490,12,2,490,617696
AKS,519,12,2,519,625474
AKS,504,12,2,504,630550
AKS,513,12,2,513,638063
AKS,506,8,2,506,616842
AKS,492,12,2,492,625115
AKS,504,12,2,504,617252
AKS,500,12,2,500,622618
AKS,511,8,2,511,620804
AKS,505,12,2,505,646300
AKS,500,12,2,500,620126
AKS,519,12,2,519,619811
AKS,509,12,2,509,635425
AKS,599,8,2,599,645113
AKS,519,12,2,519,628381
AKS,513,12,2,513,616363
AKS,510,8,2,510,619585
AKS,512,8,2,512,626814
AKS,508,12,2,508,623773
AKS,563,12,2,563,628241
AKS,511,12,2,511,647690
AKS,492,12,2,492,614631
AKS,493,12,2,493,623908
AKS,504,12,2,504,631368
AKS,509,12,2,509,640464
AKS,507,12,2,507,623001
AKS,503,12,2,503,618747
AKS,563,12,2,563,638319
AKS,524,12,2,524,632197
AKS,544,12,2,544,634857
AKS,514,12,2,514,621125
AKS,506,12,2,506,616998
AKS,495,12,2,495,623796
AKS,505,12,2,505,631057
AKS,503,12,2,503,634400
AKS,493,8,2,493,627255
AKS,515,12,2,515,649652
AKS,505,12,2,505,628307
AKS,513,12,2,513,641006
AKS,512,8,2,512,610873
AKS,508,12,2,508,630796
AKS,515,12,2,515,622484
AKS,515,12,2,515,634914
AKS,509,12,2,509,632918
AKS,500,12,2,500,625858
AKS,508,12,2,508,626389
AKS,509,12,2,509,636320
AKS,531,8,1,531,552380
AKS,524,8,2,524,618451
AKS,491,12,2,491,622829
AKS,503,8,2,503,629920
AKS,503,12,2,503,627103
AKS,534,12,2,534,621275
AKS,496,12,2,496,633040
AKS,518,8,2,518,634661
AKS,515,12,2,515,621575
AKS,494,12,2,494,625377
AKS,511,12,2,511,635164
AKS,511,12,2,511,620270
AKS,493,12,2,493,634939
AKS,499,8,2,499,637877
AKS,506,12,2,506,629291
AKS,519,12,2,519,622941
AKS,504,12,2,504,618171
AKS,502,12,2,502,629678
AKS,530,12,2,530,616681
AKS,507,12,2,507,612030
AKS,542,12,2,542,619983
AKS,511,12,2,511,638975
AKS,509,12,2,509,632968
AKS,507,12,2,507,640238
AKS,516,8,2,516,637095
AKS,502,12,2,502,631204
AKS,517,12,2,517,618376
AKS,503,12,2,503,627604
AKS,513,12,2,513,627167
AKS,496,8,2,496,607763
AKS,525,12,2,525,615269
AKS,515,12,2,515,635114
AKS,511,12,2,511,636134
AKS,496,12,2,496,616494
AKS,495,12,2,495,627917
AKS,529,12,2,529,632031
AKS,522,12,2,522,625330
AKS,494,12,2,494,641412
AKS,514,8,2,514,614186
AKS,499,12,2,499,639237
AKS,525,12,2,525,611846
AKS,490,12,2,490,629020
AKS,507,8,1,507,552331
AKS,510,12,2,510,647480
AKS,515,8,2,515,618351
AKS,511,12,2,511,633843
AKS,520,8,2,520,636521
AKS,502,12,2,502,632121
AKS,501,12,2,501,643407
AKS,522,8,2,522,609261
AKS,502,12,2,502,617383
AKS,505,12,2,505,628972
AKS,502,12,2,502,606450
AKS,502,12,2,502,623893
AKS,492,12,2,492,627002
AKS,492,12,2,492,623280
AKS,498,12,2,498,610589
AKS,516,12,2,516,636404
AKS,510,12,2,510,624977
AKS,513,12,2,513,620450
AKS,513,12,2,513,615287
AKS,495,12,2,495,628942
AKS,516,12,2,516,626808
AKS,517,12,2,517,635489
AKS,504,12,2,504,618892
AKS,518,12,2,518,637018
AKS,527,12,2,527,633760
AKS,513,12,2,513,620754
AKS,515,12,2,515,634734
AKS,507,12,2,507,620903
AKS,508,12,2,508,634371
AKS,493,12,2,493,625292
AKS,494,12,2,494,618966
AKS,557,8,2,557,657215
AKS,515,12,2,515,615979
AKS,509,12,2,509,618794
AKS,545,12,2,545,622004
AKS,505,8,1,505,548997
AKS,492,12,2,492,631627
AKS,493,12,2,493,631251
AKS,504,12,2,504,615512
AKS,501,12,2,501,636579
AKS,501,8,2,501,626614
AKS,503,12,2,503,618431
AKS,500,12,2,500,617016
AKS,498,8,2,498,609036
AKS,500,12,2,500,636944
AKS,517,12,2,517,629281
AKS,505,4,2,505,619941
AKS,513,12,2,513,618617
AKS,568,12,2,568,641890
AKS,529,12,2,529,635435
AKS,494,12,2,494,637098
AKS,515,12,2,515,616444
AKS,508,12,2,508,613471
AKS,505,12,2,505,638036
AKS,530,12,2,530,632915
AKS,510,12,2,510,625553
AKS,513,8,2,513,633956
AKS,545,12,2,545,616690
AKS,504,12,2,504,614920
AKS,506,12,2,506,627610
AKS,494,8,2,494,637738
AKS,510,12,2,510,632838
AKS,496,12,2,496,624961
AKS,517,12,2,517,623837
AKS,495,12,2,495,625320
AKS,505,12,2,505,625051
AKS,498,12,2,498,615915
AKS,507,12,2,507,605656
AKS,501,12,2,501,605019
AKS,508,12,2,508,627205
AKS,537,12,2,537,618775
AKS,508,12,2,508,617972
AKS,510,12,2,510,639152
AKS,520,12,2,520,609623
AKS,496,12,2,496,607211
AKS,525,12,2,525,624919
AKS,503,12,2,503,631726
AKS,493,12,2,493,619765
AKS,527,8,2,527,647090
AKS,509,12,2,509,609617
AKS,515,8,2,515,616725
AKS,511,12,2,511,620100
AKS,565,12,2,565,645646
AKS,510,12,2,510,604758
AKS,512,12,2,512,623239
AKS,499,8,2,499,635126
AKS,507,12,2,507,640051
AKS,514,12,2,514,629019
AKS,499,12,2,499,626483
AKS,498,12,2,498,628482
AKS,500,12,2,500,635340
AKS,505,8,2,505,620567
AKS,524,12,2,524,628526
AKS,512,12,2,512,611673
AKS,513,12,2,513,633691
AKS,556,8,2,556,630443
AKS,521,12,2,521,629056
AKS,487,12,2,487,620946
AKS,516,12,2,516,635674
AKS,500,12,2,500,621015
AKS,502,8,2,502,623554
AKS,554,12,2,554,637020
AKS,502,12,2,502,635343
AKS,516,12,2,516,634439
AKS,506,12,2,506,639598
AKS,507,8,2,507,622668
AKS,507,8,2,507,615406
AKS,517,12,2,517,633560
AKS,527,12,2,527,631942
AKS,526,8,2,526,618435
AKS,494,12,2,494,611433
AKS,501,12,2,501,623359
AKS,494,12,2,494,623291
AKS,492,8,2,492,626554
AKS,545,12,2,545,628528
AKS,507,12,2,507,615859
AKS,512,12,2,512,616524
AKS,510,12,2,510,637093
AKS,520,12,2,520,637744
AKS,510,12,2,510,626626
AKS,506,12,2,506,623684
AKS,517,12,2,517,628754
AKS,496,12,2,496,629209
AKS,504,12,2,504,629852
AKS,501,12,2,501,611170
AKS,512,12,2,512,631156
AKS,509,12,2,509,626157
AKS,519,12,2,519,626245
AKS,520,12,2,520,627432
AKS,514,8,2,514,632115
AKS,513,12,2,513,620375
AKS,501,12,2,501,627412
AKS,498,12,2,498,634978
AKS,502,8,2,502,639639
AKS,512,12,2,512,623330
AKS,501,8,2,501,610374
AKS,506,12,2,506,633154
AKS,498,12,2,498,633027
AKS,502,12,2,502,626629
AKS,498,8,2,498,607150
AKS,503,12,2,503,624258
AKS,494,12,2,494,627228
AKS,512,12,2,512,623616
AKS,496,12,2,496,616777
AKS,511,12,2,511,609514
AKS,508,12,2,508,628936
AKS,513,12,2,513,631036
AKS,511,12,2,511,630656
AKS,504,12,2,504,622239
AKS,507,8,2,507,619493
AKS,511,12,2,511,637292
AKS,512,12,2,512,617929
AKS,496,12,2,496,626275
AKS,499,12,2,499,625650
AKS,501,12,2,501,616963
AKS,509,12,2,509,647968
AKS,504,8,2,504,623526
AKS,501,12,2,501,614964
AKS,556,12,2,556,637063
AKS,512,12,2,512,655799
AKS,508,12,2,508,637834
AKS,505,12,2,505,618777
AKS,528,12,2,528,636320
AKS,510,8,2,510,627219
AKS,532,8,2,532,619956
AKS,524,8,2,524,646051
AKS,532,12,2,532,619665
AKS,510,4,2,510,625380
AKS,513,12,2,513,619301
AKS,516,8,2,516,612404
AKS,491,12,2,491,624744
AKS,522,8,2,522,621138
AKS,541,12,2,541,631155
AKS,501,8,2,501,626239
AKS,510,12,2,510,619421
AKS,507,12,2,507,619019
AKS,510,12,2,510,640292
AKS,502,8,2,502,631556
AKS,520,12,2,520,613747
AKS,526,12,2,526,641485
AKS,507,12,2,507,630189
AKS,530,12,2,530,634822
AKS,505,12,2,505,627988
AKS,502,12,2,502,620020
AKS,497,12,2,497,633281
AKS,515,12,2,515,636119
AKS,507,12,2,507,634672
AKS,504,12,2,504,619374
AKS,514,12,2,514,632907
AKS,515,12,2,515,625731
AKS,502,12,2,502,627373
AKS,541,8,2,541,633662
AKS,503,12,2,503,616160
AKS,504,8,2,504,635395
AKS,534,12,2,534,636521
AKS,563,12,2,563,647737
AKS,497,8,2,497,627783
AKS,497,12,2,497,624666
AKS,515,12,2,515,620172
AKS,509,12,2,509,613741
AKS,499,12,2,499,613132
AKS,499,12,2,499,627387
AKS,496,8,2,496,625372
AKS,496,12,2,496,627244
AKS,516,12,2,516,628429
AKS,526,12,2,526,642223
AKS,488,12,2,488,621354
AKS,502,12,2,502,625916
AKS,510,12,2,510,613801
AKS,521,8,2,521,607494
AKS,501,12,2,501,621660
AKS,483,12,2,483,615525
AKS,508,12,2,508,620467
AKS,494,12,2,494,626657
AKS,504,8,2,504,622948
AKS,502,12,2,502,609290
AKS,517,12,2,517,624621
AKS,533,12,2,533,639728
AKS,499,12,2,499,624482
AKS,495,12,2,495,624644
AKS,511,8,2,511,638627
AKS,504,12,2,504,625416
AKS,514,12,2,514,619152
AKS,509,12,2,509,625656
AKS,525,12,2,525,619467
AKS,498,8,2,498,620411
AKS,495,8,2,495,614983
AKS,511,12,2,511,622356
AKS,505,12,2,505,606834
AKS,569,8,2,569,614531
AKS,502,12,2,502,617591
AKS,507,12,2,507,620141
AKS,508,12,2,508,637810
AKS,506,12,2,506,616543
AKS,501,12,2,501,632115
AKS,509,12,2,509,620668
AKS,511,8,2,511,627733
AKS,509,12,2,509,635450
AKS,507,12,2,507,621408
AKS,547,12,2,547,633985
AKS,545,8,2,545,630023
AKS,540,12,2,540,634070
AKS,495,12,2,495,612754
AKS,521,12,2,521,627450
AKS,505,12,2,505,618952
AKS,501,12,2,501,618284
AKS,516,12,2,516,619695
AKS,489,8,2,489,619913
AKS,504,12,2,504,623934
AKS,506,12,2,506,638675
AKS,555,12,2,555,641357
AKS,502,12,2,502,637039
AKS,507,12,2,507,632873
AKS,518,8,2,518,623682
AKS,507,12,2,507,642034
AKS,502,12,2,502,633524
AKS,509,12,2,509,634005
AKS,519,8,2,519,623174
AKS,540,12,2,540,630121
AKS,508,12,2,508,632673
AKS,511,12,2,511,634409
AKS,519,12,2,519,644601
AKS,500,12,2,500,617579
AKS,507,8,2,507,622662
AKS,505,12,2,505,651789
AKS,507,12,2,507,625027
AKS,493,12,2,493,618300
AKS,501,12,2,501,616187
AKS,500,12,2,500,621831
AKS,514,12,2,514,624735
AKS,512,12,2,512,625299
AKS,580,12,2,580,623065
AKS,506,12,2,506,625248
AKS,515,12,2,515,621006
AKS,508,12,2,508,616127
AKS,509,12,2,509,618962
AKS,507,12,2,507,628513
AKS,511,12,2,511,631848
AKS,496,12,2,496,618673
AKS,513,12,2,513,638065
AKS,501,12,2,501,626117
AKS,510,12,2,510,609533
AKS,516,12,2,516,602031
AKS,497,12,2,497,625781
AKS,510,8,2,510,615374
AKS,511,12,2,511,631972
AKS,514,12,2,514,624527
AKS,523,12,2,523,626125
AKS,528,12,2,528,629000
AKS,510,12,2,510,623273
AKS,500,8,2,500,627340
AKS,499,12,2,499,621672
AKS,509,12,2,509,616243
AKS,499,12,2,499,635760
AKS,512,12,2,512,618982
AKS,510,12,2,510,618861
AKS,502,12,2,502,620481
AKS,549,12,2,549,617068
AKS,498,12,2,498,623430
AKS,557,12,2,557,630434
AKS,497,12,2,497,616323
AKS,508,12,2,508,619938
AKS,524,12,2,524,643660
AKS,513,12,2,513,633244
AKS,511,12,2,511,622324
AKS,496,12,2,496,632825
AKS,512,12,2,512,641578
AKS,559,12,2,559,631065
AKS,512,12,2,512,623258
AKS,514,12,2,514,626959
AKS,527,12,2,527,627562
AKS,497,12,2,497,627149
AKS,496,12,2,496,625283
AKS,497,12,2,497,629538
AKS,497,12,2,497,617643
AKS,524,12,2,524,622450
AKS,536,12,2,536,634515
AKS,588,12,2,588,656504
AKS,502,12,2,502,624954
AKS,499,12,2,499,627332
AKS,491,12,2,491,626671
AKS,519,12,2,519,630858
AKS,521,12,2,521,627730
AKS,512,8,2,512,627058
AKS,503,8,2,503,614185
AKS,505,12,2,505,626533
AKS,519,12,2,519,628248
AKS,505,12,2,505,629534
AKS,513,12,2,513,635849
AKS,507,8,2,507,625233
AKS,501,12,2,501,630216
AKS,497,12,2,497,632515
AKS,516,12,2,516,631108
AKS,508,12,2,508,621657
AKS,501,8,2,501,615714
AKS,508,12,2,508,625830
AKS,518,12,2,518,642121
AKS,516,12,2,516,619558
AKS,507,12,2,507,618367
AKS,515,12,2,515,637534
AKS,512,12,2,512,614260
AKS,494,12,2,494,635196
AKS,513,12,2,513,630466
AKS,508,12,2,508,631439
AKS,501,12,2,501,625249
AKS,497,12,2,497,621625
AKS,501,12,2,501,639159
AKS,499,12,2,499,629916
AKS,502,12,2,502,631981
AKS,524,8,2,524,625002
AKS,501,12,2,501,615618
AKS,504,12,2,504,613980
AKS,507,12,2,507,627628
AKS,513,8,2,513,635750
AKS,524,12,2,524,630192
AKS,533,12,2,533,615520
AKS,497,12,2,497,619261
AKS,508,12,2,508,643469
AKS,512,12,2,512,628989
AKS,578,12,2,578,631422
AKS,537,12,2,537,637787
AKS,503,12,2,503,631828
AKS,525,12,2,525,611943
AKS,516,12,2,516,620360
AKS,500,12,2,500,639071
AKS,528,12,2,528,648189
AKS,521,12,2,521,626433
AKS,520,12,2,520,629327
AKS,518,8,2,518,637008
AKS,540,12,2,540,627524
AKS,504,12,2,504,623314
AKS,492,12,2,492,623357
AKS,507,12,2,507,638654
AKS,512,12,2,512,621885
AKS,495,12,2,495,613456
AKS,514,8,2,514,625716
AKS,517,12,2,517,631163
AKS,520,12,2,520,632349
AKS,493,8,2,493,634046
AKS,547,12,2,547,621525
AKS,520,12,2,520,619986
AKS,559,12,2,559,637438
AKS,496,12,2,496,633721
AKS,518,12,2,518,624330
AKS,501,8,2,501,620589
AKS,504,12,2,504,640366
AKS,503,8,2,503,641117
AKS,508,12,2,508,636316
AKS,518,12,2,518,617420
AKS,511,12,2,511,627647
AKS,499,12,2,499,630505
AKS,509,12,2,509,629081
AKS,520,12,2,520,609157
AKS,511,12,2,511,637935
AKS,516,12,2,516,622670
AKS,519,8,2,519,616253
AKS,499,12,2,499,618220
AKS,509,12,2,509,633350
AKS,518,12,2,518,643139
AKS,494,12,2,494,622843
AKS,528,12,2,528,637100
AKS,504,12,2,504,624269
AKS,517,12,2,517,630877
AKS,507,8,2,507,613180
AKS,499,12,2,499,617845
AKS,512,12,2,512,622440
AKS,501,12,2,501,616374
AKS,508,12,2,508,625561
AKS,508,12,2,508,611928
AKS,534,12,2,534,624339
AKS,505,12,2,505,635667
AKS,502,8,2,502,625198
AKS,507,12,2,507,635142
AKS,505,8,2,505,630110
AKS,508,12,2,508,616698
AKS,513,12,2,513,611890
AKS,495,12,2,495,639089
AKS,507,12,2,507,629413
AKS,519,12,2,519,621427
AKS,519,12,2,519,620659
AKS,493,8,2,493,625325
AKS,501,12,2,501,627151
AKS,495,12,2,495,613597
AKS,504,12,2,504,620892
AKS,514,12,2,514,621962
AKS,519,12,2,519,653184
AKS,501,12,2,501,608115
AKS,502,12,2,502,624141
AKS,505,12,2,505,636561
AKS,506,12,2,506,621034
AKS,512,12,2,512,623799
AKS,510,8,2,510,634751
AKS,500,12,2,500,626338
AKS,524,12,2,524,630879
AKS,500,12,2,500,622580
AKS,562,8,2,562,635975
AKS,520,12,2,520,622108
AKS,511,12,2,511,636342
AKS,510,12,2,510,618712
AKS,499,12,2,499,626558
AKS,500,12,2,500,622232
AKS,520,12,2,520,624612
AKS,501,12,2,501,634169
AKS,541,12,2,541,626800
AKS,496,12,2,496,612689
AKS,514,8,2,514,633760
AKS,538,12,2,538,630140
AKS,510,8,2,510,634230
AKS,498,12,2,498,639924
AKS,520,12,2,520,636620
AKS,520,12,2,520,628776
AKS,503,12,2,503,617589
AKS,499,8,2,499,619217
AKS,493,12,2,493,620571
AKS,513,12,2,513,623751
AKS,511,12,2,511,633776
AKS,497,12,2,497,625971
AKS,502,8,1,502,553234
AKS,520,12,2,520,628562
AKS,503,12,2,503,620138
AKS,500,12,2,500,627770
AKS,534,12,2,534,634559
AKS,520,12,2,520,625494
AKS,495,12,2,495,616176
AKS,501,12,2,501,621615
AKS,501,12,2,501,611242
AKS,506,8,2,506,628170
AKS,503,12,2,503,629429
AKS,499,8,2,499,620553
AKS,499,12,2,499,611377
AKS,501,12,2,501,608461
AKS,528,12,2,528,618437
AKS,503,12,2,503,618521
AKS,498,8,2,498,618571
AKS,514,12,2,514,630960
AKS,511,12,2,511,642932
AKS,500,12,2,500,637565
AKS,511,8,2,511,634674
AKS,509,12,2,509,636229
AKS,506,12,2,506,625182
AKS,516,8,2,516,629538
AKS,510,12,2,510,638557
AKS,500,12,2,500,618428
AKS,511,12,2,511,629040
AKS,501,12,2,501,614159
AKS,503,12,2,503,630136
AKS,500,8,2,500,635572
AKS,503,8,2,503,624115
AKS,589,12,2,589,639899
AKS,517,12,2,517,626262
AKS,510,12,2,510,622931
AKS,515,12,2,515,620454
AKS,502,12,2,502,620902
AKS,502,8,2,502,622543
AKS,505,12,2,505,623291
AKS,501,12,2,501,633895
AKS,520,12,2,520,641761
AKS,486,12,2,486,610521
AKS,498,12,2,498,632615
AKS,523,12,2,523,637968
AKS,494,12,2,494,628678
AKS,505,8,2,505,634225
AKS,529,8,2,529,617851
AKS,497,12,2,497,618961
AKS,498,12,2,498,627763
AKS,506,12,2,506,622299
AKS,496,12,2,496,625629
AKS,503,12,2,503,627488
AKS,498,8,2,498,624009
AKS,500,8,2,500,620532
AKS,498,12,2,498,639007
AKS,513,12,2,513,617480
AKS,515,12,2,515,634961
AKS,506,12,2,506,616685
AKS,486,12,2,486,610115
AKS,544,12,2,544,615810
AKS,508,8,2,508,622447
AKS,519,12,2,519,625594
AKS,497,12,2,497,643603
AKS,496,12,2,496,632197
AKS,496,12,2,496,620791
AKS,496,12,2,496,613900
AKS,512,12,2,512,626375
AKS,553,8,2,553,626013
AKS,502,12,2,502,626052
AKS,518,12,2,518,623695
AKS,513,12,2,513,630583
AKS,506,12,2,506,611260
AKS,502,12,2,502,616714
AKS,511,12,2,511,625519
AKS,504,12,2,504,623138
AKS,550,12,2,550,632696
AKS,525,12,2,525,628398
AKS,504,12,2,504,622604
AKS,498,8,2,498,628386
AKS,508,12,2,508,632734
AKS,507,8,2,507,655517
AKS,505,12,2,505,618450
AKS,513,12,2,513,623530
AKS,492,12,2,492,639169
AKS,498,12,2,498,626394
AKS,506,12,2,506,639290
AKS,510,12,2,510,624391
AKS,520,12,2,520,631971
AKS,492,12,2,492,635925
AKS,520,12,2,520,645540
AKS,503,12,2,503,629734
AKS,500,12,2,500,630072
AKS,496,8,2,496,631189
AKS,502,8,2,502,641538
AKS,516,12,2,516,617394
AKS,523,12,2,523,627270
AKS,542,12,2,542,621454
AKS,503,12,2,503,613666
AKS,528,12,2,528,634781
AKS,502,12,2,502,630261
AKS,505,12,2,505,633666
AKS,504,8,2,504,631042
AKS,487,12,2,487,613552
AKS,496,12,2,496,613538
AKS,500,12,2,500,616169
AKS,497,12,2,497,602570
AKS,516,12,2,516,625031
AKS,501,12,2,501,624682
AKS,505,12,2,505,634928
AKS,520,12,2,520,630645
AKS,522,12,2,522,630201
AKS,496,12,2,496,617871
AKS,499,4,2,499,615873
AKS,523,12,2,523,631742
AKS,499,12,2,499,638700
AKS,518,12,2,518,633552
AKS,510,12,2,510,624027
AKS,510,12,2,510,620476
AKS,503,12,2,503,631118
AKS,516,12,2,516,628468
AKS,508,8,2,508,626492
AKS,495,8,2,495,629211
AKS,481,12,2,481,616988
AKS,519,12,2,519,608420
AKS,516,8,2,516,613207
AKS,530,12,2,530,633153
AKS,496,4,2,496,627738
AKS,525,12,2,525,654311
AKS,510,12,2,510,623554
AKS,508,12,2,508,621536
AKS,514,12,2,514,626931
AKS,504,12,2,504,630134
AKS,493,12,2,493,628380
AKS,508,8,2,508,615529
AKS,504,12,2,504,622090
AKS,527,12,2,527,632610
AKS,514,8,2,514,619195
AKS,497,12,2,497,638040
AKS,524,12,2,524,633674
AKS,546,12,2,546,629367
AKS,508,12,2,508,613680
AKS,570,12,2,570,642885
AKS,533,12,2,533,644075
AKS,505,12,2,505,630582
AKS,508,12,2,508,609805
AKS,528,8,2,528,620628
AKS,500,8,2,500,632642
AKS,498,12,2,498,613047
AKS,495,12,2,495,627628
